sheet	block	row	pno	pname	mach	tool	dwg	rev	std	note	grey
M-BODY	1	7	0091	BLANK HEAD※Male screw おねじ		BODY COLLET	4007-04			MAZAK QTN200, JIG：Shank MAX+0.02	0
M-BODY	1	8	0311	MILL	OKK	HYDRA GRIP	4516-01-		RE33034	THAI use insert R0.8，1.5，2.3，2.5，3.0，3.3，4.0，5.0(see note1)＆45° ⏎ Hard material (15-5PH・17-4PH・PH13-8Mo) only(see note2) ⏎ Note1：If the drawing specifies an R-value outside of this range,use KINMEI. ⏎ Note2：For soft materials （4340・4130・8620・carburizing cres or etc）,use KINMEI, ⏎ because using HYDRA will cause scratches and indentations. ⏎ If cutting length exceeds 50 mm, pay attention to the interference between cutter shaft and work tip.	0
M-BODY	1	9	0311	MILL	KINMEI	BODY HOLDER (LOWER SIDE)	4009-01-		RE33036	For Soft materials (not PH materials) & special R body,use KINMEI, ⏎ Check the set status with 4012-01-0001-99(see note). ⏎ Note：4012-01-0001-99 is for OKK, so it's slightly different from KINMEI, but it can be confirmed. ⏎ CLAMP PIECE Hard Material：4009-02-XXXX (material：S45C) ⏎ Soft Material：4009-05-XXXX (material：C1100)	0
M-BODY	1	10	0311	MILL	KINMEI	CLAMP PIECE	4009-02-				0
M-BODY	1	11	0311	MILL	KINMEI		4009-05-				0
M-BODY	1	12	0101	ROUGH FINISH ID		BODY HOLDER (NEW TYPE)	4651-20-		RE33033	・OD MAX 55 ・JIG A=OD MAX	0
M-BODY	1	13	0101	ROUGH FINISH ID		BODY HOLDER	4651-12-		RE33024	・OD MAX 68 ・JIG A=OD MAX ⏎ ・OLD TYPE (Used when there is no new type)	0
M-BODY	1	14	0101	ROUGH FINISH ID		CLAMP PLATE	4651-13-				0
M-BODY	1	15	0351 ⏎ 0041	FINISH ID ⏎ CHAMFER		BODY HOLDER(NEW TYPE)	4651-20		RE33033	・OD MAX 55 ・JIG A=OD MAX	0
M-BODY	1	16	0351 ⏎ 0041	FINISH ID ⏎ CHAMFER		BODY HOLDER	4651-12-		RE33024	・OD MAX 68 ・JIG A=OD MAX ⏎ ・OLD TYPE (Used when there is no new type)	0
M-BODY	1	17	0351 ⏎ 0041	FINISH ID ⏎ CHAMFER		CLAMP PLATE	4651-13-				0
M-BODY	1	18	0451	RECESS ⏎ (ID)		INSERT	Q-51-			NMF-	0
M-BODY	1	19	0451	RECESS ⏎ (ID)		INSERT	Q-51-			NMF-	0
M-BODY	1	20	0451	RECESS ⏎ (ID)		HOLDER	MXC-				0
M-BODY	1	21	0451	RECESS ⏎ (ID)		HOLDER	MXC-				0
M-BODY	1	22	1121 ⏎ 1061	⏎ ID SPH GRIND ⏎ ID GRIND	KN-113A	BACKING PLATE	4853-01-				0
M-BODY	1	23	1121 ⏎ 1061	⏎ ID SPH GRIND ⏎ ID GRIND	KN-113A	JAW	4853-06-				0
M-BODY	1	24	1121 ⏎ 1061	⏎ ID SPH GRIND ⏎ ID GRIND	KN-113A	GAUGE	4853-07-				0
M-BODY	1	25	1121 ⏎ 1061	⏎ ID SPH GRIND ⏎ ID GRIND	KN-113A	QUILL	4853-05-			Selection not required,Confirmation to RECIPRO member	1
M-BODY	1	26	1121 ⏎ 1061	⏎ ID SPH GRIND ⏎ ID GRIND	KN-113A	WHEEL	4853-14-			Selection not required,Confirmation to RECIPRO member	1
M-BODY	1	27	1121 ⏎ 1061	⏎ ID SPH GRIND ⏎ ID GRIND	KN-113A	ROTARY DREESER	4800-42-			DDxxxx	0
M-BODY	1	28	0411	LUBE FIT HOLE		ASSY	4693-05-			・ASSY inform THAI	0
M-BODY	1	29	0411	LUBE FIT HOLE		ARBOR	4693-05-				0
M-BODY	1	30	0411	LUBE FIT HOLE		BLOCK	4693-05-				0
M-BODY	1	31	0411	LUBE FIT HOLE		COLLAR	4693-05-				0
M-BODY	1	32	0411	LUBE FIT HOLE		SPACER	4693-05-				0
M-BODY	1	33	1841	THREAD ROLL		THREAD DICE	4800-57				0
M-BODY	1	34	1841	KNURING		KNURING DICE	4800-57-				0
M-BODY	1	35	1851	MILL KEYWAY		KEYWAY CUTTER	X-52				0
M-BODY	1	36	3521	DRY FILM ⏎ (ID)		MASKING TOOL ASSY	4800-43-				0
M-BODY	1	37	3521	DRY FILM ⏎ (ID)		MASKING BASE(1)	4800-43-				0
M-BODY	1	38	3521	DRY FILM ⏎ (ID)		MASKING BASE(2)	4800-43-				0
M-BODY	1	39	3521	DRY FILM ⏎ (ID)		PLATE	4800-43-				0
F-BODY	6	185	0091	BLANK HEAD		SHANK HOLDER	4649-03-		RE33025	※Female screw めねじ	0
F-BODY	6	186	0091	BLANK HEAD		CHUCK JAW	4007-01-				1
F-BODY	6	187	0311	MILL		BODY HOLDER(LOWER SIDE)	4009-01-		RE33036	KINMEI Confirm：4012-01-0001-99 ⏎ CLAMP PIECE Hard Material：4009-02-XXXX (material：S45C) ⏎ Soft Material：4009-05-XXXX (material：C1100)	0
F-BODY	6	188	0311	MILL		CLAMP PIECE	4009-02-				0
F-BODY	6	189	0311	MILL			4009-05-				0
F-BODY	6	190	0351 ⏎ 0041 ⏎ 0191	FINISH ID ⏎ CHAMFER ⏎ ID SPH TURN		BODY HOLDER(NEW TYPE)	4651-20-		RE33033	・OD MAX 55 ・JIG A=OD MAX	0
F-BODY	6	191	0351 ⏎ 0041 ⏎ 0191	FINISH ID ⏎ CHAMFER ⏎ ID SPH TURN		BODY HOLDER	4651-12-		RE33024	・OD MAX 68 ・JIG A=OD MAX ⏎ ・OLD TYPE (Used when there is no new type)	0
F-BODY	6	192	0351 ⏎ 0041 ⏎ 0191	FINISH ID ⏎ CHAMFER ⏎ ID SPH TURN		CLAMP PLATE	4651-13-				0
F-BODY	6	193	0451	RECESS		INSERT	Q-51-			京セラ図番：	0
F-BODY	6	194	0451	RECESS		INSERT	Q-51-			京セラ図番：	0
F-BODY	6	195	0451	RECESS		HOLDER	MXC-				0
F-BODY	6	196	0451	RECESS		HOLDER	MXC-				0
F-BODY	6	197	1121 ⏎ 1061	⏎ ID SPH GRIND ⏎ ID GRIND	KN-113A	BACKING PLATE	4853-01-				0
F-BODY	6	198	1121 ⏎ 1061	⏎ ID SPH GRIND ⏎ ID GRIND	KN-113A	JAW	4853-06-				0
F-BODY	6	199	1121 ⏎ 1061	⏎ ID SPH GRIND ⏎ ID GRIND	KN-113A	GAUGE	4853-07-				0
F-BODY	6	200	1121 ⏎ 1061	⏎ ID SPH GRIND ⏎ ID GRIND	KN-113A	QUILL	4853-05-			Selection not required,Confirmation to RECIPRO member	1
F-BODY	6	201	1121 ⏎ 1061	⏎ ID SPH GRIND ⏎ ID GRIND	KN-113A	WHEEL	4853-14-			Selection not required,Confirmation to RECIPRO member	1
F-BODY	6	202	1121 ⏎ 1061	⏎ ID SPH GRIND ⏎ ID GRIND	KN-113A	ROTARY DREESER	4800-42-			DDxxxx	0
F-BODY	6	203	0151 ⏎ 1811 ⏎ 0321	DRILL TAP HOLE ⏎ TAP ⏎ WRENCH FLAT MILL		V BLOCK(Triple)	4863-01-				0
F-BODY	6	204	0151 ⏎ 1811 ⏎ 0321	DRILL TAP HOLE ⏎ TAP ⏎ WRENCH FLAT MILL		CENTER PIN	4863-02-				0
F-BODY	6	205	1851	MILL KEYWAY		KEYWAY CUTTER	X-52-				0
F-BODY	6	206	0331	DRILL INSPECT HOLE		V BLOCK(Triple)	4863-01-				0
F-BODY	6	207	0331	DRILL INSPECT HOLE		CENTER PIN	4863-02-				0
F-BODY	6	208	0331	DRILL INSPECT HOLE		BASE PLATE	4001-01-	N/C		KITAMURA HX400iα	0
F-BODY	6	209	0331	DRILL INSPECT HOLE		PLATE	4001-01-				0
F-BODY	6	210	0431	THRU HOLE		V BLOCK(Triple)	4863-01-				0
F-BODY	6	211	0431	THRU HOLE		CENTER PIN	4863-02-				0
F-BODY	6	212	0411	LUBE FIT HOLE		ASSY	4693-05-				0
F-BODY	6	213	0411	LUBE FIT HOLE		ARBOR	4693-05-				0
F-BODY	6	214	0411	LUBE FIT HOLE		BLOCK	4693-05-				0
F-BODY	6	215	0411	LUBE FIT HOLE		COLLAR	4693-05-				0
F-BODY	6	216	0411	LUBE FIT HOLE		SPACER	4693-05-				0
F-BODY	6	217	3521	DRY FILM ⏎ ※ID		MASKING TOOL ASSY	4800-43-				0
F-BODY	6	218	3521	DRY FILM ⏎ ※ID		MASKING BASE(1)	4800-43-				0
F-BODY	6	219	3521	DRY FILM ⏎ ※ID		MASKING BASE(2)	4800-43-				0
F-BODY	6	220	3521	DRY FILM ⏎ ※ID		PLATE	4800-43-				0
ABR BODY	4	113	0091	BLANK ⏎ HEAD	※Male screw おねじ	BODY COLLET	4007-04-			MAZAK QTN200, JIG：Shank MAX+0.02	0
ABR BODY	4	114	0091	BLANK ⏎ HEAD	※Female screw めねじ	SHANK HOLDER	4649-03-		RE33025		0
ABR BODY	4	115	0311	MILL	OKK	HYDRA GRIP	4516-01-		RE33034	THAI use insert R0.8，1.5，2.3，2.5，3.0，3.3，4.0，5.0(see note1)＆45° ⏎ Hard material (15-5PH・17-4PH・PH13-8Mo) only(see note2) ⏎ Note1：If the drawing specifies an R-value outside of this range,use KINMEI. ⏎ Note2：For soft materials （4340・4130・8620・carburizing cres or etc）,use KINMEI, ⏎ because using HYDRA will cause scratches and indentations. ⏎ If cutting length exceeds 50 mm, pay attention to the interference between cutter shaft and work tip.	0
ABR BODY	4	116	0311	MILL	KINMEI	BODY HOLDER (LOWER SIDE)	4009-01-		RE33036	For Soft materials (not PH materials) & special R body,use KINMEI, ⏎ Check the set status with 4012-01-0001-99(see note). ⏎ Note：4012-01-0001-99 is for OKK, so it's slightly different from KINMEI, but it can be confirmed. ⏎ CLAMP PIECE Hard Material：4009-02-XXXX (material：S45C) ⏎ Soft Material：4009-05-XXXX (material：C1100)	0
ABR BODY	4	117	0311	MILL	KINMEI	CLAMP PIECE	4009-02-				0
ABR BODY	4	118	0311	MILL	KINMEI		4009-05-				0
ABR BODY	4	119	1841	THREAD ROLL		Thread dies	4800-57-				0
ABR BODY	4	120	1851	MILL KEYWAY		KEYWAY CUTTER	X-52-				0
ABR BODY	4	121	0351	FINISH ID		BODY HOLDER (NEW TYPE)	4651-20-		RE33033	・OD MAX 55 ・JIG A=OD MAX	0
ABR BODY	4	122	0351	FINISH ID		BODY HOLDER	4651-12-		RE33024	・OD MAX 68 ・JIG A=OD MAX ⏎ ・OLD TYPE (Used when there is no new type)	0
ABR BODY	4	123	0351	FINISH ID		CLAMP PLATE	4651-13-				0
ABR BODY	4	124	0451	RECESS		INSERT	Q-			京セラ図番：	0
ABR BODY	4	125	0451	RECESS		INSERT	Q-			京セラ図番：	0
ABR BODY	4	126	0451	RECESS		HOLDER	MXC-				0
ABR BODY	4	127	0451	RECESS		HOLDER	MXC-				0
ABR BODY	4	128	0191	ID SPH TURN		BODY HOLDER(NEW TYPE)	4651-20-		RE33033	・OD MAX 55 ・JIG A=OD MAX	0
ABR BODY	4	129	0191	ID SPH TURN		BODY HOLDER	4651-12-		RE33024	・OD MAX 68 ・JIG A=OD MAX ⏎ ・OLD TYPE (Used when there is no new type)	0
ABR BODY	4	130	0191	ID SPH TURN		CLAMP PLATE	4651-13-				0
ABR BODY	4	131	1121 ⏎ 1061	⏎ ID SPH GRIND ⏎ ID GRIND	KN-113A	BACKING PLATE	4853-01-				0
ABR BODY	4	132	1121 ⏎ 1061	⏎ ID SPH GRIND ⏎ ID GRIND	KN-113A	JAW	4853-06-				0
ABR BODY	4	133	1121 ⏎ 1061	⏎ ID SPH GRIND ⏎ ID GRIND	KN-113A	GAUGE	4853-07-				0
ABR BODY	4	134	1121 ⏎ 1061	⏎ ID SPH GRIND ⏎ ID GRIND	KN-113A	QUILL	4853-05-			Selection not required,Confirmation to RECIPRO member	1
ABR BODY	4	135	1121 ⏎ 1061	⏎ ID SPH GRIND ⏎ ID GRIND	KN-113A	WHEEL	4853-14-			Selection not required,Confirmation to RECIPRO member	1
ABR BODY	4	136	1121 ⏎ 1061	⏎ ID SPH GRIND ⏎ ID GRIND	KN-113A	ROTARY DREESER	4800-42-			DDxxxx	0
ROLLER BODY	1	7	0091	BLANK HEAD※Male screw おねじ		BODY COLLET	4007-04-			MAZAK QTN200, JIG：Shank MAX+0.02	0
ROLLER BODY	1	8	0311	MILL	OKK	HYDRA GRIP	4516-01-		RE33034	THAI use insert R0.8，1.5，2.3，2.5，3.0，3.3，4.0，5.0(see note1)＆45° ⏎ Hard material (15-5PH・17-4PH・PH13-8Mo) only(see note2) ⏎ Note1：If the drawing specifies an R-value outside of this range,use KINMEI. ⏎ Note2：For soft materials （4340・4130・8620・carburizing cres or etc）,use KINMEI, ⏎ because using HYDRA will cause scratches and indentations. ⏎ If cutting length exceeds 50 mm, pay attention to the interference between cutter shaft and work tip.	0
ROLLER BODY	1	9	0311	MILL	KINMEI	BODY HOLDER (LOWER SIDE)	4009-01-		RE33036	For Soft materials (not PH materials) & special R body,use KINMEI, ⏎ Check the set status with 4012-01-0001-99(see note). ⏎ Note：4012-01-0001-99 is for OKK, so it's slightly different from KINMEI, but it can be confirmed. ⏎ CLAMP PIECE Hard Material：4009-02-XXXX (material：S45C) ⏎ Soft Material：4009-05-XXXX (material：C1100)	0
ROLLER BODY	1	10	0311	MILL	KINMEI	CLAMP PIECE	4009-02-				0
ROLLER BODY	1	11	0311	MILL	KINMEI		4009-05-				0
ROLLER BODY	1	12	0101	ROUGH FINISH ID		BODY HOLDER (NEW TYPE)	4651-20-		RE33033	・OD MAX 55 ・JIG A=OD MAX	0
ROLLER BODY	1	13	0101	ROUGH FINISH ID		BODY HOLDER	4651-12-		RE33024	・OD MAX 68 ・JIG A=OD MAX ⏎ ・OLD TYPE (Used when there is no new type)	0
ROLLER BODY	1	14	0101	ROUGH FINISH ID		CLAMP PLATE	4651-13-				0
ROLLER BODY	1	15	0451	RECESS ⏎ (ID)		INSERT	Q-51-			京セラ図番：	0
ROLLER BODY	1	16	0451	RECESS ⏎ (ID)		INSERT	Q-51-			京セラ図番：	0
ROLLER BODY	1	17	0451	RECESS ⏎ (ID)		HOLDER	MXC-				0
ROLLER BODY	1	18	0451	RECESS ⏎ (ID)		HOLDER	MXC-				0
ROLLER BODY	1	19	0411	LUBE FIT HOLE		ASSY	4693-05-			・ASSY inform THAI	0
ROLLER BODY	1	20	0411	LUBE FIT HOLE		ARBOR	4693-05-				0
ROLLER BODY	1	21	0411	LUBE FIT HOLE		BLOCK	4693-05-				0
ROLLER BODY	1	22	0411	LUBE FIT HOLE		COLLAR	4693-05-				0
ROLLER BODY	1	23	0411	LUBE FIT HOLE		SPACER	4693-05-				0
ROLLER BODY	1	24	1841	THREAD ROLL		THREAD DICE	4800-57				0
ROLLER BODY	1	25	1841	KNURING		KNURING DICE	4800-57-				0
ROLLER BODY	1	26	1851	MILL KEYWAY		KEYWAY CUTTER	X-52				0
ROLLER BODY	1	27	0351 ⏎ 0041	FINISH ID ⏎ CHAMFER		BODY HOLDER(NEW TYPE)	4651-20		RE33033	・OD MAX 55 ・JIG A=OD MAX	0
ROLLER BODY	1	28	0351 ⏎ 0041	FINISH ID ⏎ CHAMFER		BODY HOLDER	4651-12-		RE33024	・OD MAX 68 ・JIG A=OD MAX ⏎ ・OLD TYPE (Used when there is no new type)	0
ROLLER BODY	1	29	0351 ⏎ 0041	FINISH ID ⏎ CHAMFER		CLAMP PLATE	4651-13-				0
ROLLER BODY	1	30	3521	DRY FILM ⏎ (ID)		MASKING TOOL ASSY	4800-43-				0
ROLLER BODY	1	31	3521	DRY FILM ⏎ (ID)		MASKING BASE(1)	4800-43-				0
ROLLER BODY	1	32	3521	DRY FILM ⏎ (ID)		MASKING BASE(2)	4800-43-				0
ROLLER BODY	1	33	3521	DRY FILM ⏎ (ID)		PLATE	4800-43-				0
ROLLER BODY	1	34	1061	ID GRIND	GI-20N	BODY HOLDER(ENW TYPE)	4651-20-				0
ROLLER BODY	1	35	1061	ID GRIND	GI-20N	BODY HOLDER	4652-12				0
ROLLER BODY	1	36	1061	ID GRIND	GI-20N	CLAMP PLATE	4652-13-				0
ROLLER BODY	1	37	1061	ID GRIND	GI-20N	GUIDE PIN	4652-10-				0
ROLLER BODY	1	38	1061	ID GRIND	KS-B100	CLAMPER	4924-01-				0
ROLLER BODY	1	39	1061	ID GRIND	KS-B100	STOPPER	4924-02-				0
ROLLER BODY	1	40	1061	ID GRIND	KS-B100	CENTERING JIG	4924-03-				0
ROLLER BODY	1	41	1061	ID GRIND	KS-B100	CHUCK FINGER	4924-04				0
レシプロボディ	1	7	0611	NC CONTOUR		BODY HOLDER	4651-12-		BD		0
レシプロボディ	1	8	0611	NC CONTOUR		CLAMP PLATE	4651-13-		PE		0
レシプロボディ	1	9	0111	SHANK TURNING	NK20	JAW(A)	4667-10-				0
レシプロボディ	1	10	0111	SHANK TURNING	NK20	JAW(B)	4667-10-				0
レシプロボディ	1	11	0111	SHANK TURNING	NK20	CLAMP PLATE	4651-13-				0
レシプロボディ	1	12	1111	SHANK GRIND	MA-3CN	COLLET CHUCK	4815-02-				0
レシプロボディ	1	13	1111	SHANK GRIND	MA-3CN	PUSSHER	4815-05-				0
レシプロボディ	1	14	1111	SHANK GRIND	MA-3CN	HOLDER	4815-06-				0
レシプロボディ	1	15	1111	SHANK GRIND	MA-3CN	HOLDER(2)	4815-10-				0
レシプロボディ	1	16	1161	GROOVE GRIND	KN-113A改造 ⏎ (3つ爪チャック)	JAW	4671-03-				0
レシプロボディ	1	17	1161	GROOVE GRIND	KN-113A改造 ⏎ (3つ爪チャック)	BACKING PLATE	4671-05-				0
レシプロボディ	1	18	1161	GROOVE GRIND	KN-113A改造 ⏎ (3つ爪チャック)	GAUGE	4853-07-				0
レシプロボディ	1	19	1161	GROOVE GRIND	KN-113A ⏎ (2つ爪チャック)	BACKING PLATE	4853-01-				0
レシプロボディ	1	20	1161	GROOVE GRIND	KN-113A ⏎ (2つ爪チャック)	LOADER JAW	4853-03-				0
レシプロボディ	1	21	1161	GROOVE GRIND	KN-113A ⏎ (2つ爪チャック)	QUILL	4853-05-				0
レシプロボディ	1	22	1161	GROOVE GRIND	KN-113A ⏎ (2つ爪チャック)	JAW(A)	4853-06-				0
レシプロボディ	1	23	1161	GROOVE GRIND	KN-113A ⏎ (2つ爪チャック)	JAW(B)	4853-06-				0
レシプロボディ	1	24	1161	GROOVE GRIND	KN-113A ⏎ (2つ爪チャック)	GAUGE	4853-07-				0
レシプロボディ	1	25	1161	GROOVE GRIND	KN-113A ⏎ (2つ爪チャック)	COLLAR	4853-10-				0
レシプロボディ	1	26	1161	GROOVE GRIND	KN-113A ⏎ (2つ爪チャック)	SHAFT	4853-11-				0
レシプロボディ	1	27	8012	COMPONENT INSPECT(2)		RING GAUGE (GO)	9901-22-				0
レシプロボディ	1	28	8012	COMPONENT INSPECT(2)		RING GAUGE (NO GO)	9901-22-				0
RACE	1	7	2511	TEFLON BONDING		BONDING ARBOR	BA			Select：Engineering	0
RACE	1	8	2561	TRIM		COLLET	4030-01- ⏎			If the model name has "H", select it. ⏎ 型式にHがつく場合選定する	0
RACE	1	9	2561	TRIM			4030-02-				0
RACE2	1	7	0081	TURNING		INSERT	Q-51-			NMF-	0
RACE2	1	8	0081	TURNING		INSERT	Q-51-			NMF-	0
RACE2	1	10	1021	FACE GRIND	SEIBU	CARRIER	4556-01-			Under W7mm：SEIBU・HAMAI Both select	0
RACE2	1	11	1021	FACE GRIND	SEIBU	CHUTE COVER	4866-14-				0
RACE2	1	12	1021	FACE GRIND	HAMAI	CARRIER	4564-03-				0
RACE2	1	13	1011	OD GRIND ⏎ (FINISH OD)	OC-16A	RACE PUSHER	4560-18-				0
RACE2	1	14	1011	OD GRIND ⏎ (FINISH OD)	OC-16A	SET PIN	4560-21-				0
RACE2	1	15	1061	ID GRIND	KS-B80	JAW	4021-01-		RE33041	Φ15.875≦ID	0
RACE2	1	16	1061	ID GRIND	KS-B80	BACK PLATE	4021-02-				0
RACE2	1	17	1061	ID GRIND	KS-B80	QUILL	4021-03-			Check in process	1
RACE2	1	18	1061	ID GRIND	KS-B80	QUILL BOLT	4021-04-				1
RACE2	1	19	1061	ID GRIND	KS-B80	WHEEL	4021-05-				1
RACE2	1	20	1061	ID GRIND	KS-B22G	JAW	4027-01-		RE33042	ID≦φ15.875	0
RACE2	1	21	1061	ID GRIND	KS-B22G	BACK PLATE	4027-02-				0
RACE2	1	22	1181	NC GRIND	KN-113A	BACKING PLATE	4853-01-				0
RACE2	1	23	1181	NC GRIND	KN-113A	JAW	4853-06-				0
RACE2	1	24	1181	NC GRIND	KN-113A	GAUGE	4853-07-				0
RACE2	1	25	1181	NC GRIND	KN-113A	QUILL	4853-05-			No selection required,Confirmation to RECIPRO member	1
RACE2	1	26	1181	NC GRIND	KN-113A	WHEEL	4853-14-			No selection required,Confirmation to RECIPRO member	1
RACE2	1	27	1181	NC GRIND	KN-113A	ROTARY DREESER	4800-42-			DDxxxx	0
RACE2	1	28	1081	SUPER FINISH	TECH ONE	CHUCK JAW	4656-06-				0
RACE2	1	29	1081	SUPER FINISH	TECH ONE	QUILL	4656-10-0001				0
RACE2	1	30	0041	CHAMFER	MS-50-A	COLLET CHUCK	4541-11-			2017.2.24 No selection required	1
RACE2	1	31	0041	CHAMFER	MS-50-A	PUSHER	4541-12-				1
SLEEVE	1	7	2511	TEFLON BONDING		BONDING ARBOR	BA			Select：Engineering	0
SLEEVE	1	8	2511	TEFLON BONDING		BONDING ARBOR	BA				0
SLEEVE	1	9	2511	TEFLON BONDING		(BONDING PLATE)	(4800-38-			P/N：”F”=Select ※OLD DWG	1
SLEEVE	1	10	2511	TEFLON BONDING		TFE BONDING PLATE	4800-66-			P/N：”F”=Select	0
SLEEVE	1	11	2511	TEFLON BONDING		GUIDE RING EOR ⏎ TFE BONDING	4800-38-			P/N：”F”＆”H”=Select	0
SLEEVE	1	12	2561	TRIM(1)		COLLET	4030-01- ⏎ 4030-02-			P/N：”H”=Select	0
SLEEVE	1	13	2562	TRIM(2)		COLLET	4030-02-			P/N：”H”=Select	0
SLEEVE	1	15	3491	OD GRIND		RACE PUSHER	4560-18-			P/N：Not”F”=Select	0
SLEEVE	1	16	3491	OD GRIND		SET PIN	4560-21-				0
SLEEVE	1	17	3491	OD GRIND		COLLAR	4560-11-			※Select tooling if there is a possibility of falling and Thai needs it. ⏎ ⇒Confirmation to process	0
SLEEVE	1	18	3491	OD GRIND		PIN	4560-04-				0
SLEEVE	1	19	3491	L/MARKING		PALLET	4918-02-				0
SLEEVE IDG	2	24	1061 ⏎ 0351	ID GRIND ⏎ FINISH ID	KS-B80	JAW	4021-01-		RE33041	Φ15.875≦ID	0
SLEEVE IDG	2	25	1061 ⏎ 0351	ID GRIND ⏎ FINISH ID	KS-B80	BACK PLATE	4021-02-				0
SLEEVE IDG	2	26	1061 ⏎ 0351	ID GRIND ⏎ FINISH ID	KS-B80	QUILL	4021-03-			Check in process	1
SLEEVE IDG	2	27	1061 ⏎ 0351	ID GRIND ⏎ FINISH ID	KS-B80	QUILL BOLT	4021-04-				1
SLEEVE IDG	2	28	1061 ⏎ 0351	ID GRIND ⏎ FINISH ID	KS-B80	WHEEL	4021-05-				1
SLEEVE IDG	2	29	1061 ⏎ 0351	ID GRIND ⏎ FINISH ID	KS-B22G	JAW	4027-01-		RE33042	ID≦φ15.875	0
SLEEVE IDG	2	30	1061 ⏎ 0351	ID GRIND ⏎ FINISH ID	KS-B22G	BACK PLATE	4027-02-				0
SLEEVE IDG	2	31	1011 ⏎ 0401	OD GRIND ⏎ FINISH OD	OMIYA	RACE PUSHER	4560-18-			P/N：Not”F”=Select	0
SLEEVE IDG	2	32	1011 ⏎ 0401	OD GRIND ⏎ FINISH OD	OMIYA	SET PIN	4560-21-				0
SLEEVE IDG	2	33	1011 ⏎ 0401	OD GRIND ⏎ FINISH OD	OMIYA	COLLAR	4560-10- ⏎ 4560-11-			※There is a possibility of falling=Select ⏎ ⇒Confirmation to process	0
SLEEVE IDG	2	34	1011 ⏎ 0401	OD GRIND ⏎ FINISH OD	OMIYA	PIN	4560-04-				0
BOEING SLEEVE	1	7	2511	TEFLON BONDING ⏎ ※2,3		BA					0
BOEING SLEEVE	1	8	2511	TEFLON BONDING ⏎ ※2,3		BA					0
BOEING SLEEVE	1	9	2511	TEFLON BONDING ⏎ ※2,3		(4800-38-			型式にFがつく場合選定する	EXCEL	0
BOEING SLEEVE	1	10	2511	TEFLON BONDING ⏎ ※2,3		4800-66-			型式にFがつく場合選定する		0
BOEING SLEEVE	1	11	2511	TEFLON BONDING ⏎ ※2,3		4800-38-			型式にHとFがつく場合選定する		0
BOEING SLEEVE	1	12	2561	TRIM		4030-01- ⏎ 4030-02-			型式にHがつく場合選定する	EXCEL	0
BOEING SLEEVE	1	14	1011	OD GRIND		4560-18-			型式にFがつかない場合選定する	EXCEL	0
BOEING SLEEVE	1	15	1011	OD GRIND		4560-21-			型式にFがつかない場合選定する		0
BOEING SLEEVE	1	17	3091	MARKING		00-			1) サイズ≧#08且つ、長さコード≧050 ⏎ 2) 全サイズ長さコード≧100	-	0
BALL(1)	1	8	1021	FACE GRIND	SEIBU	CARRIER	4556-01-		Under W7mm：SEIBU・HAMAI Both select ⏎ Balled inner ：Only Hamai selected.		0
BALL(1)	1	9	1021	FACE GRIND	SEIBU	CHUTE COVER	4866-14-				0
BALL(1)	1	10	1021	FACE GRIND	HAMAI	CARRIER	4564-03-				0
BALL(1)	1	11	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX )	WORK DRIVER	4664-01-		Select from existing products as much as possible	RE33037	0
BALL(1)	1	12	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX )	LOADING CHUTE	4664-02-				0
BALL(1)	1	13	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX )	SUPPORT BLOCK	4664-03-				0
BALL(1)	1	14	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX )	PLUG（A)	4664-06-		FIRST CHECK. PLUG(B)		0
BALL(1)	1	15	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX )	PLUG（B)	4664-07-				0
BALL(1)	1	16	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX )	PLUG（A)	4664-21-				0
BALL(1)	1	17	1041	SPHERICAL ⏎ GRIND	KS400 ⏎ B1～B2 ⏎ (OD≦φ32MAX )	PLUG（B)	4664-22-				0
BALL(1)	1	18	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	FRONT PLATE	4559-01-		・"A"Φ＿＿＿ TYPE＿＿＿ ・Select from existing products as much as possible.	RE33038	0
BALL(1)	1	19	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	CHUTE COVER	4559-04-		SAME FLONT PLATE TYPE＿＿		0
BALL(1)	1	20	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	ROLLER SHOE ASSY	4559-05-		Usually not selected.2017/04/03		0
BALL(1)	1	21	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	ROLLER SHOE	(4559-05-				0
BALL(1)	1	22	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	SHAFT	(4559-08-				0
BALL(1)	1	23	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	ROLLER	(4559-08-				0
BALL(1)	1	24	1061	ID GRIND	BRYANT ⏎ (ID≦φ15.875MAX)	COMPAX SHOE	4559-40-		Standard		0
